EV	ER	Voc. Overlap	ENTR	S1	S2	IE_S1	ER_S1	IE_S2	ER_S2	SR/S1/ER	SR/S1/ENTR	SR/S2/ER	SR/S2/ENTR	dialogue_count	mname	history_length	num_samples	weight	topk
0.16	0.36	0.38	1.00	Human 1	Human 2	0.89	0.12	0.11	0.59	0.41	1.24	0.50	1.48	53	microsoft/DialoGPT-small	6	10	275	20
0.14	0.28	0.29	0.16	Human 1	Human 2	0.86	0.15	0.14	0.46	0.32	0.30	0.37	0.00	54	microsoft/DialoGPT-small	6	10	275	20
0.15	0.34	0.35	1.36	Human 1	Human 2	0.92	0.13	0.08	0.57	0.36	1.07	0.51	1.07	55	microsoft/DialoGPT-small	6	10	275	20
0.17	0.34	0.35	0.94	Human 1	Human 2	0.87	0.09	0.13	0.59	0.29	0.40	0.47	0.91	56	microsoft/DialoGPT-small	6	10	275	20
0.13	0.29	0.28	0.97	Human 1	Human 2	0.61	0.17	0.39	0.49	0.30	0.41	0.49	1.00	57	microsoft/DialoGPT-small	6	10	275	20
0.17	0.31	0.40	0.68	Human 1	Human 2	0.77	0.17	0.23	0.44	0.30	1.15	0.43	1.17	58	microsoft/DialoGPT-small	6	10	275	20
0.14	0.33	0.36	1.16	Human 1	Human 2	0.86	0.14	0.14	0.60	0.42	0.82	0.54	1.20	59	microsoft/DialoGPT-small	6	10	275	20
0.16	0.32	0.37	1.35	Human 1	Human 2	0.81	0.13	0.19	0.70	0.34	0.96	0.40	1.24	60	microsoft/DialoGPT-small	6	10	275	20
0.14	0.32	0.33	1.13	Human 1	Human 2	0.83	0.19	0.18	0.58	0.41	0.91	0.36	0.54	61	microsoft/DialoGPT-small	6	10	275	20
0.20	0.34	0.41	1.20	Human 1	Human 2	0.78	0.15	0.23	0.53	0.27	0.62	0.45	0.79	62	microsoft/DialoGPT-small	6	10	275	20
0.15	0.31	0.30	1.01	Human 1	Human 2	0.85	0.09	0.15	0.69	0.37	0.56	0.48	0.81	63	microsoft/DialoGPT-small	6	10	275	20
0.14	0.34	0.33	1.36	Human 1	Human 2	0.92	0.10	0.08	0.59	0.28	0.00	0.45	1.18	64	microsoft/DialoGPT-small	6	10	275	20
0.13	0.27	0.28	1.02	Human 1	Human 2	0.92	0.09	0.08	0.55	0.28	0.75	0.29	0.00	65	microsoft/DialoGPT-small	6	10	275	20
0.15	0.32	0.31	0.71	Human 1	Human 2	0.85	0.18	0.15	0.50	0.35	0.46	0.37	0.32	66	microsoft/DialoGPT-small	6	10	275	20
0.12	0.25	0.27	0.44	Human 1	Human 2	0.58	0.23	0.42	0.27	0.26	0.61	0.44	0.63	67	microsoft/DialoGPT-small	6	10	275	20
0.16	0.31	0.32	1.49	Human 1	Human 2	0.89	0.16	0.11	0.55	0.37	0.97	0.55	1.23	68	microsoft/DialoGPT-small	6	10	275	20
0.15	0.34	0.30	1.16	Human 1	Human 2	0.81	0.20	0.19	0.57	0.41	0.96	0.48	0.95	69	microsoft/DialoGPT-small	6	10	275	20
0.16	0.33	0.32	1.01	Human 1	Human 2	0.61	0.21	0.39	0.45	0.29	0.00	0.45	0.79	70	microsoft/DialoGPT-small	6	10	275	20
0.17	0.32	0.31	0.94	Human 1	Human 2	0.68	0.20	0.32	0.45	0.23	0.50	0.40	0.57	71	microsoft/DialoGPT-small	6	10	275	20
0.09	0.22	0.19	0.85	Human 1	Human 2	0.81	0.11	0.19	0.56	0.38	0.69	0.47	0.34	72	microsoft/DialoGPT-small	6	10	275	20
0.16	0.28	0.35	0.82	Human 1	Human 2	0.82	0.10	0.18	0.52	0.21	0.43	0.32	1.10	73	microsoft/DialoGPT-small	6	10	275	20
0.15	0.30	0.34	1.53	Human 1	Human 2	0.85	0.00	0.15	0.46	0.17	0.86	0.42	0.85	74	microsoft/DialoGPT-small	6	10	275	20
0.14	0.29	0.27	1.37	Human 1	Human 2	0.80	0.14	0.20	0.39	0.29	0.76	0.43	0.83	75	microsoft/DialoGPT-small	6	10	275	20
0.17	0.35	0.35	0.86	Human 1	Human 2	0.81	0.13	0.19	0.55	0.17	0.72	0.45	0.72	76	microsoft/DialoGPT-small	6	10	275	20
0.15	0.32	0.27	0.69	Human 1	Human 2	0.78	0.19	0.22	0.41	0.31	0.00	0.39	0.51	77	microsoft/DialoGPT-small	6	10	275	20
0.16	0.34	0.35	0.58	Human 1	Human 2	0.79	0.21	0.21	0.57	0.40	0.51	0.39	0.55	78	microsoft/DialoGPT-small	6	10	275	20
0.16	0.36	0.40	0.93	Human 1	Human 2	0.81	0.18	0.19	0.52	0.27	0.49	0.41	1.19	79	microsoft/DialoGPT-small	6	10	275	20
0.16	0.33	0.31	0.60	Human 1	Human 2	0.78	0.17	0.22	0.51	0.21	0.52	0.46	0.91	80	microsoft/DialoGPT-small	6	10	275	20
0.16	0.36	0.34	0.97	Human 1	Human 2	0.85	0.13	0.15	0.68	0.32	0.34	0.47	0.73	81	microsoft/DialoGPT-small	6	10	275	20
0.17	0.33	0.37	1.18	Human 1	Human 2	0.87	0.14	0.13	0.63	0.37	0.69	0.41	0.00	82	microsoft/DialoGPT-small	6	10	275	20
0.14	0.29	0.40	0.00	Human 1	Human 2	1.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	83	microsoft/DialoGPT-small	6	10	275	20
0.15	0.28	0.33	1.02	Human 1	Human 2	0.66	0.13	0.34	0.44	0.18	0.00	0.46	0.58	84	microsoft/DialoGPT-small	6	10	275	20
0.13	0.25	0.26	0.92	Human 1	Human 2	0.85	0.06	0.15	0.45	0.17	0.00	0.52	2.07	85	microsoft/DialoGPT-small	6	10	275	20
0.13	0.29	0.32	1.07	Human 1	Human 2	0.78	0.16	0.22	0.50	0.44	1.08	0.35	1.19	86	microsoft/DialoGPT-small	6	10	275	20
0.17	0.33	0.36	1.05	Human 1	Human 2	0.74	0.14	0.26	0.63	0.34	0.64	0.48	0.68	87	microsoft/DialoGPT-small	6	10	275	20
0.18	0.34	0.39	0.94	Human 1	Human 2	0.75	0.17	0.25	0.61	0.33	0.52	0.34	0.43	88	microsoft/DialoGPT-small	6	10	275	20
0.16	0.33	0.31	1.14	Human 1	Human 2	0.76	0.11	0.24	0.43	0.27	0.47	0.51	0.97	89	microsoft/DialoGPT-small	6	10	275	20
0.15	0.29	0.33	0.86	Human 1	Human 2	0.85	0.15	0.15	0.61	0.45	1.05	0.40	0.55	90	microsoft/DialoGPT-small	6	10	275	20
0.15	0.31	0.33	1.18	Human 1	Human 2	0.89	0.11	0.11	0.64	0.40	0.83	0.48	0.60	91	microsoft/DialoGPT-small	6	10	275	20
0.13	0.23	0.27	1.03	Human 1	Human 2	0.76	0.09	0.24	0.54	0.41	0.83	0.44	0.74	92	microsoft/DialoGPT-small	6	10	275	20
0.15	0.25	0.30	0.51	Human 1	Human 2	0.79	0.11	0.21	0.54	0.24	0.38	0.31	0.52	93	microsoft/DialoGPT-small	6	10	275	20
0.10	0.21	0.23	0.45	Human 1	Human 2	0.58	0.16	0.42	0.39	0.37	1.04	0.36	0.86	94	microsoft/DialoGPT-small	6	10	275	20
0.17	0.28	0.37	1.22	Human 1	Human 2	0.79	0.10	0.21	0.48	0.23	0.00	0.58	1.32	95	microsoft/DialoGPT-small	6	10	275	20
0.17	0.37	0.35	0.60	Human 1	Human 2	0.79	0.21	0.21	0.46	0.22	0.59	0.48	1.05	0	microsoft/DialoGPT-small	6	10	325	20
0.14	0.29	0.31	0.90	Human 1	Human 2	0.70	0.05	0.30	0.51	0.08	0.00	0.46	0.84	1	microsoft/DialoGPT-small	6	10	325	20
0.18	0.32	0.40	1.31	Human 1	Human 2	0.84	0.09	0.16	0.58	0.32	0.43	0.48	0.81	2	microsoft/DialoGPT-small	6	10	325	20
0.14	0.29	0.26	0.42	Human 1	Human 2	0.89	0.13	0.11	0.61	0.30	0.64	0.36	0.86	3	microsoft/DialoGPT-small	6	10	325	20
0.16	0.38	0.45	1.18	Human 1	Human 2	0.89	0.09	0.11	0.66	0.17	0.00	0.48	1.46	4	microsoft/DialoGPT-small	6	10	325	20
0.16	0.37	0.42	1.28	Human 1	Human 2	0.83	0.09	0.17	0.68	0.23	0.00	0.60	1.96	5	microsoft/DialoGPT-small	6	10	325	20
0.17	0.34	0.47	1.32	Human 1	Human 2	0.90	0.05	0.10	0.59	0.24	0.59	0.39	0.80	6	microsoft/DialoGPT-small	6	10	325	20
0.17	0.36	0.37	1.01	Human 1	Human 2	0.85	0.13	0.15	0.70	0.30	0.85	0.53	0.91	7	microsoft/DialoGPT-small	6	10	325	20
0.15	0.28	0.28	1.09	Human 1	Human 2	0.90	0.09	0.10	0.68	0.38	0.59	0.46	0.36	8	microsoft/DialoGPT-small	6	10	325	20
0.12	0.31	0.29	0.69	Human 1	Human 2	0.70	0.21	0.30	0.55	0.38	1.01	0.32	0.32	9	microsoft/DialoGPT-small	6	10	325	20
0.16	0.29	0.33	1.13	Human 1	Human 2	0.86	0.09	0.14	0.53	0.26	0.40	0.36	1.52	10	microsoft/DialoGPT-small	6	10	325	20
0.14	0.30	0.25	0.91	Human 1	Human 2	0.82	0.19	0.18	0.61	0.39	0.40	0.44	0.43	11	microsoft/DialoGPT-small	6	10	325	20
0.14	0.28	0.27	1.17	Human 1	Human 2	0.82	0.14	0.18	0.53	0.37	0.98	0.46	0.74	12	microsoft/DialoGPT-small	6	10	325	20
0.17	0.36	0.38	0.88	Human 1	Human 2	0.84	0.12	0.16	0.61	0.36	0.50	0.50	1.09	13	microsoft/DialoGPT-small	6	10	325	20
0.16	0.34	0.43	0.88	Human 1	Human 2	0.88	0.15	0.12	0.62	0.38	1.05	0.43	1.31	14	microsoft/DialoGPT-small	6	10	325	20
0.17	0.31	0.31	0.70	Human 1	Human 2	0.78	0.12	0.22	0.47	0.21	0.00	0.34	0.51	15	microsoft/DialoGPT-small	6	10	325	20
0.19	0.40	0.42	1.41	Human 1	Human 2	0.84	0.04	0.16	0.69	0.27	0.76	0.58	1.32	16	microsoft/DialoGPT-small	6	10	325	20
0.17	0.30	0.38	1.16	Human 1	Human 2	0.86	0.08	0.14	0.49	0.25	0.00	0.32	0.45	17	microsoft/DialoGPT-small	6	10	325	20
0.16	0.37	0.36	0.82	Human 1	Human 2	0.80	0.18	0.20	0.53	0.31	0.87	0.49	0.43	18	microsoft/DialoGPT-small	6	10	325	20
0.17	0.41	0.40	1.17	Human 1	Human 2	0.79	0.19	0.21	0.62	0.34	0.35	0.51	1.02	19	microsoft/DialoGPT-small	6	10	325	20
0.14	0.24	0.27	1.30	Human 1	Human 2	0.74	0.11	0.26	0.51	0.41	1.19	0.36	0.80	20	microsoft/DialoGPT-small	6	10	325	20
0.19	0.39	0.44	1.33	Human 1	Human 2	0.80	0.14	0.20	0.63	0.24	0.00	0.52	0.97	21	microsoft/DialoGPT-small	6	10	325	20
0.17	0.38	0.43	1.25	Human 1	Human 2	0.83	0.10	0.17	0.64	0.23	0.00	0.51	1.10	22	microsoft/DialoGPT-small	6	10	325	20
0.16	0.27	0.28	0.79	Human 1	Human 2	0.74	0.17	0.26	0.40	0.36	1.14	0.32	1.36	23	microsoft/DialoGPT-small	6	10	325	20
0.17	0.31	0.32	1.32	Human 1	Human 2	0.77	0.11	0.23	0.45	0.19	0.81	0.44	0.55	24	microsoft/DialoGPT-small	6	10	325	20
0.15	0.33	0.29	1.31	Human 1	Human 2	0.80	0.11	0.20	0.54	0.36	1.43	0.51	1.37	25	microsoft/DialoGPT-small	6	10	325	20
0.17	0.40	0.42	1.13	Human 1	Human 2	0.75	0.13	0.25	0.55	0.18	0.00	0.50	0.95	26	microsoft/DialoGPT-small	6	10	325	20
0.18	0.29	0.33	1.00	Human 1	Human 2	0.97	0.08	0.03	0.48	0.18	0.62	0.38	0.54	27	microsoft/DialoGPT-small	6	10	325	20
0.12	0.24	0.24	0.73	Human 1	Human 2	0.80	0.11	0.20	0.53	0.28	0.51	0.35	0.76	28	microsoft/DialoGPT-small	6	10	325	20
0.13	0.27	0.25	0.89	Human 1	Human 2	0.72	0.18	0.28	0.46	0.44	0.85	0.36	0.62	29	microsoft/DialoGPT-small	6	10	325	20
0.18	0.36	0.35	0.71	Human 1	Human 2	0.74	0.21	0.26	0.45	0.24	0.59	0.40	0.85	30	microsoft/DialoGPT-small	6	10	325	20
0.13	0.28	0.28	0.98	Human 1	Human 2	0.89	0.11	0.11	0.59	0.37	0.77	0.47	1.72	31	microsoft/DialoGPT-small	6	10	325	20
0.20	0.37	0.45	1.07	Human 1	Human 2	0.97	0.08	0.03	0.65	0.23	0.54	0.43	0.84	32	microsoft/DialoGPT-small	6	10	325	20
0.11	0.27	0.27	1.02	Human 1	Human 2	0.76	0.15	0.24	0.52	0.33	0.77	0.27	0.49	33	microsoft/DialoGPT-small	6	10	325	20
0.20	0.35	0.40	1.07	Human 1	Human 2	0.86	0.15	0.14	0.64	0.34	0.49	0.49	1.29	34	microsoft/DialoGPT-small	6	10	325	20
0.23	0.42	0.53	1.08	Human 1	Human 2	0.73	0.21	0.27	0.59	0.27	0.36	0.53	1.02	35	microsoft/DialoGPT-small	6	10	325	20
0.18	0.28	0.39	1.37	Human 1	Human 2	0.79	0.17	0.21	0.37	0.25	0.89	0.27	0.00	36	microsoft/DialoGPT-small	6	10	325	20
0.17	0.32	0.36	0.90	Human 1	Human 2	0.78	0.16	0.22	0.55	0.36	0.62	0.38	0.35	37	microsoft/DialoGPT-small	6	10	325	20
0.13	0.28	0.29	0.83	Human 1	Human 2	0.80	0.13	0.20	0.58	0.31	0.59	0.36	0.87	38	microsoft/DialoGPT-small	6	10	325	20
0.12	0.15	0.20	0.54	Human 1	Human 2	0.50	0.12	0.50	0.21	0.00	0.00	0.00	0.00	39	microsoft/DialoGPT-small	6	10	325	20
0.18	0.38	0.32	1.19	Human 1	Human 2	0.89	0.20	0.11	0.49	0.38	0.88	0.41	0.87	40	microsoft/DialoGPT-small	6	10	325	20
0.12	0.23	0.24	0.70	Human 1	Human 2	0.73	0.11	0.27	0.52	0.28	0.74	0.36	1.12	41	microsoft/DialoGPT-small	6	10	325	20
0.15	0.32	0.34	1.16	Human 1	Human 2	0.74	0.20	0.26	0.54	0.32	0.76	0.28	0.70	42	microsoft/DialoGPT-small	6	10	325	20
0.15	0.32	0.32	1.21	Human 1	Human 2	0.73	0.18	0.27	0.48	0.36	1.01	0.45	1.13	43	microsoft/DialoGPT-small	6	10	325	20
0.18	0.34	0.42	1.04	Human 1	Human 2	0.66	0.15	0.34	0.44	0.17	0.72	0.52	1.89	44	microsoft/DialoGPT-small	6	10	325	20
0.15	0.30	0.27	0.74	Human 1	Human 2	0.70	0.23	0.30	0.33	0.16	0.00	0.39	1.07	45	microsoft/DialoGPT-small	6	10	325	20
0.17	0.26	0.33	0.75	Human 1	Human 2	0.89	0.04	0.11	0.68	0.26	0.33	0.39	0.36	46	microsoft/DialoGPT-small	6	10	325	20
0.18	0.36	0.45	1.89	Human 1	Human 2	0.79	0.08	0.21	0.67	0.25	0.95	0.61	1.67	47	microsoft/DialoGPT-small	6	10	325	20
0.19	0.38	0.42	0.98	Human 1	Human 2	0.86	0.13	0.14	0.63	0.27	0.40	0.46	0.47	48	microsoft/DialoGPT-small	6	10	325	20
0.15	0.33	0.35	1.07	Human 1	Human 2	0.68	0.18	0.32	0.53	0.34	0.64	0.44	0.78	49	microsoft/DialoGPT-small	6	10	325	20
0.17	0.34	0.39	1.57	Human 1	Human 2	0.79	0.14	0.21	0.65	0.26	0.61	0.35	1.00	50	microsoft/DialoGPT-small	6	10	325	20
0.13	0.26	0.27	0.77	Human 1	Human 2	0.77	0.15	0.23	0.50	0.33	0.44	0.41	1.02	51	microsoft/DialoGPT-small	6	10	325	20
0.16	0.29	0.39	1.10	Human 1	Human 2	0.72	0.15	0.28	0.51	0.43	0.66	0.36	0.37	52	microsoft/DialoGPT-small	6	10	325	20
0.18	0.34	0.39	0.90	Human 1	Human 2	0.85	0.18	0.15	0.51	0.41	1.24	0.43	0.64	53	microsoft/DialoGPT-small	6	10	325	20
0.16	0.29	0.32	0.67	Human 1	Human 2	0.87	0.15	0.13	0.50	0.32	0.30	0.27	0.74	54	microsoft/DialoGPT-small	6	10	325	20
0.16	0.39	0.35	1.39	Human 1	Human 2	0.85	0.16	0.15	0.57	0.36	1.07	0.59	1.64	55	microsoft/DialoGPT-small	6	10	325	20
0.14	0.28	0.30	0.72	Human 1	Human 2	0.74	0.15	0.26	0.43	0.29	0.40	0.34	0.00	56	microsoft/DialoGPT-small	6	10	325	20
0.12	0.26	0.22	0.93	Human 1	Human 2	0.64	0.16	0.36	0.42	0.30	0.41	0.44	0.79	57	microsoft/DialoGPT-small	6	10	325	20
0.16	0.37	0.45	1.45	Human 1	Human 2	0.96	0.13	0.04	0.58	0.30	1.15	0.47	0.80	58	microsoft/DialoGPT-small	6	10	325	20
0.13	0.29	0.29	1.19	Human 1	Human 2	0.90	0.11	0.10	0.56	0.42	0.82	0.46	1.04	59	microsoft/DialoGPT-small	6	10	325	20
0.17	0.33	0.39	0.96	Human 1	Human 2	0.83	0.16	0.17	0.61	0.34	0.96	0.42	0.90	60	microsoft/DialoGPT-small	6	10	325	20
0.13	0.29	0.33	1.35	Human 1	Human 2	0.89	0.10	0.11	0.68	0.41	0.91	0.43	0.91	61	microsoft/DialoGPT-small	6	10	325	20
0.19	0.40	0.46	1.19	Human 1	Human 2	0.65	0.23	0.35	0.59	0.27	0.62	0.52	0.76	62	microsoft/DialoGPT-small	6	10	325	20
0.19	0.38	0.41	1.26	Human 1	Human 2	0.86	0.14	0.14	0.70	0.37	0.56	0.50	0.63	63	microsoft/DialoGPT-small	6	10	325	20
0.19	0.38	0.41	0.80	Human 1	Human 2	0.89	0.16	0.11	0.56	0.28	0.00	0.38	0.58	64	microsoft/DialoGPT-small	6	10	325	20
0.16	0.30	0.30	0.90	Human 1	Human 2	0.83	0.16	0.17	0.52	0.28	0.75	0.32	0.44	65	microsoft/DialoGPT-small	6	10	325	20
0.16	0.30	0.35	0.77	Human 1	Human 2	0.74	0.18	0.26	0.46	0.35	0.46	0.37	0.52	66	microsoft/DialoGPT-small	6	10	325	20
0.13	0.26	0.29	1.18	Human 1	Human 2	0.72	0.12	0.28	0.50	0.26	0.61	0.33	0.49	67	microsoft/DialoGPT-small	6	10	325	20
0.15	0.31	0.37	1.14	Human 1	Human 2	0.91	0.13	0.09	0.66	0.37	0.97	0.32	0.57	68	microsoft/DialoGPT-small	6	10	325	20
0.15	0.33	0.33	0.85	Human 1	Human 2	0.79	0.21	0.21	0.53	0.41	0.96	0.40	0.95	69	microsoft/DialoGPT-small	6	10	325	20
0.18	0.36	0.38	0.97	Human 1	Human 2	0.74	0.21	0.26	0.51	0.29	0.00	0.47	1.02	70	microsoft/DialoGPT-small	6	10	325	20
0.15	0.36	0.47	1.79	Human 1	Human 2	0.69	0.10	0.31	0.67	0.23	0.50	0.41	1.29	71	microsoft/DialoGPT-small	6	10	325	20
0.11	0.25	0.23	1.15	Human 1	Human 2	0.82	0.11	0.18	0.64	0.38	0.69	0.40	0.35	72	microsoft/DialoGPT-small	6	10	325	20
0.14	0.25	0.32	1.53	Human 1	Human 2	0.84	0.04	0.16	0.56	0.21	0.43	0.27	1.38	73	microsoft/DialoGPT-small	6	10	325	20
0.17	0.29	0.35	1.10	Human 1	Human 2	0.95	0.04	0.05	0.44	0.17	0.86	0.41	0.00	74	microsoft/DialoGPT-small	6	10	325	20
0.18	0.40	0.47	1.29	Human 1	Human 2	0.87	0.13	0.13	0.60	0.29	0.76	0.47	1.15	75	microsoft/DialoGPT-small	6	10	325	20
0.17	0.33	0.35	0.77	Human 1	Human 2	0.89	0.09	0.11	0.61	0.17	0.72	0.34	0.95	76	microsoft/DialoGPT-small	6	10	325	20
0.17	0.35	0.34	1.08	Human 1	Human 2	0.91	0.07	0.09	0.56	0.31	0.00	0.49	0.84	77	microsoft/DialoGPT-small	6	10	325	20
0.14	0.32	0.32	1.16	Human 1	Human 2	0.81	0.14	0.19	0.60	0.40	0.51	0.46	0.82	78	microsoft/DialoGPT-small	6	10	325	20
0.15	0.27	0.32	0.92	Human 1	Human 2	0.84	0.08	0.16	0.44	0.27	0.49	0.44	0.66	79	microsoft/DialoGPT-small	6	10	325	20
0.14	0.34	0.33	1.08	Human 1	Human 2	0.83	0.17	0.17	0.53	0.21	0.52	0.49	1.58	80	microsoft/DialoGPT-small	6	10	325	20
0.14	0.31	0.26	0.99	Human 1	Human 2	0.90	0.13	0.10	0.54	0.32	0.34	0.39	0.53	81	microsoft/DialoGPT-small	6	10	325	20
0.18	0.32	0.43	0.74	Human 1	Human 2	0.86	0.14	0.14	0.58	0.37	0.69	0.41	0.49	82	microsoft/DialoGPT-small	6	10	325	20
0.14	0.29	0.40	0.00	Human 1	Human 2	1.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	83	microsoft/DialoGPT-small	6	10	325	20
0.16	0.38	0.35	0.79	Human 1	Human 2	0.76	0.15	0.24	0.60	0.18	0.00	0.58	0.59	84	microsoft/DialoGPT-small	6	10	325	20
0.14	0.28	0.27	1.11	Human 1	Human 2	0.61	0.18	0.39	0.37	0.17	0.00	0.46	1.60	85	microsoft/DialoGPT-small	6	10	325	20
0.18	0.32	0.36	1.04	Human 1	Human 2	0.86	0.15	0.14	0.65	0.44	1.08	0.44	1.25	86	microsoft/DialoGPT-small	6	10	325	20
0.16	0.32	0.36	1.06	Human 1	Human 2	0.69	0.17	0.31	0.57	0.34	0.64	0.41	1.38	87	microsoft/DialoGPT-small	6	10	325	20
0.20	0.38	0.38	1.38	Human 1	Human 2	0.70	0.23	0.30	0.58	0.33	0.52	0.42	0.49	88	microsoft/DialoGPT-small	6	10	325	20
0.16	0.31	0.35	0.92	Human 1	Human 2	0.81	0.13	0.19	0.46	0.27	0.47	0.45	0.74	89	microsoft/DialoGPT-small	6	10	325	20
0.16	0.31	0.34	1.06	Human 1	Human 2	0.84	0.15	0.16	0.67	0.45	1.05	0.51	0.45	90	microsoft/DialoGPT-small	6	10	325	20
0.18	0.34	0.38	0.86	Human 1	Human 2	0.93	0.13	0.07	0.66	0.40	0.83	0.40	0.31	91	microsoft/DialoGPT-small	6	10	325	20
0.15	0.26	0.32	1.22	Human 1	Human 2	0.84	0.12	0.16	0.56	0.41	0.83	0.34	0.62	92	microsoft/DialoGPT-small	6	10	325	20
0.14	0.22	0.25	0.96	Human 1	Human 2	0.73	0.10	0.27	0.49	0.24	0.38	0.38	0.00	93	microsoft/DialoGPT-small	6	10	325	20
0.12	0.28	0.25	0.83	Human 1	Human 2	0.65	0.22	0.35	0.41	0.37	1.04	0.37	0.68	94	microsoft/DialoGPT-small	6	10	325	20
0.17	0.30	0.43	1.38	Human 1	Human 2	0.82	0.12	0.18	0.50	0.23	0.00	0.36	0.68	95	microsoft/DialoGPT-small	6	10	325	20
0.17	0.40	0.40	0.98	Human 1	Human 2	0.81	0.14	0.19	0.57	0.22	0.59	0.66	1.43	0	microsoft/DialoGPT-small	6	10	375	20
0.18	0.30	0.41	1.04	Human 1	Human 2	0.79	0.05	0.21	0.46	0.08	0.00	0.41	0.49	1	microsoft/DialoGPT-small	6	10	375	20
0.15	0.32	0.37	0.90	Human 1	Human 2	0.84	0.13	0.16	0.54	0.32	0.43	0.37	0.95	2	microsoft/DialoGPT-small	6	10	375	20
0.15	0.29	0.30	1.34	Human 1	Human 2	0.87	0.08	0.13	0.69	0.30	0.64	0.46	0.90	3	microsoft/DialoGPT-small	6	10	375	20
0.10	0.23	0.33	1.43	Human 1	Human 2	1.00	0.02	0.00	0.67	0.17	0.00	0.26	0.92	4	microsoft/DialoGPT-small	6	10	375	20
0.16	0.37	0.48	1.29	Human 1	Human 2	0.81	0.13	0.19	0.61	0.23	0.00	0.40	0.98	5	microsoft/DialoGPT-small	6	10	375	20
0.17	0.38	0.39	1.48	Human 1	Human 2	0.79	0.12	0.21	0.60	0.24	0.59	0.55	1.30	6	microsoft/DialoGPT-small	6	10	375	20
0.15	0.39	0.35	0.91	Human 1	Human 2	0.73	0.16	0.27	0.67	0.30	0.85	0.68	1.47	7	microsoft/DialoGPT-small	6	10	375	20
0.13	0.25	0.30	1.08	Human 1	Human 2	0.78	0.09	0.22	0.53	0.38	0.59	0.33	0.76	8	microsoft/DialoGPT-small	6	10	375	20
0.14	0.27	0.31	1.04	Human 1	Human 2	0.78	0.12	0.22	0.62	0.38	1.01	0.40	0.80	9	microsoft/DialoGPT-small	6	10	375	20
0.15	0.35	0.34	0.76	Human 1	Human 2	0.85	0.15	0.15	0.50	0.26	0.40	0.44	1.11	10	microsoft/DialoGPT-small	6	10	375	20
0.15	0.35	0.33	0.70	Human 1	Human 2	0.81	0.22	0.19	0.69	0.39	0.40	0.35	0.47	11	microsoft/DialoGPT-small	6	10	375	20
0.14	0.34	0.30	1.28	Human 1	Human 2	0.84	0.15	0.16	0.61	0.37	0.98	0.48	1.40	12	microsoft/DialoGPT-small	6	10	375	20
0.17	0.33	0.40	0.75	Human 1	Human 2	0.68	0.16	0.32	0.51	0.36	0.50	0.45	1.35	13	microsoft/DialoGPT-small	6	10	375	20
0.17	0.32	0.36	1.43	Human 1	Human 2	0.79	0.16	0.21	0.58	0.38	1.05	0.35	0.43	14	microsoft/DialoGPT-small	6	10	375	20
0.19	0.36	0.38	0.97	Human 1	Human 2	0.87	0.13	0.13	0.57	0.21	0.00	0.42	0.92	15	microsoft/DialoGPT-small	6	10	375	20
0.17	0.35	0.36	0.89	Human 1	Human 2	0.68	0.18	0.32	0.47	0.27	0.76	0.49	1.47	16	microsoft/DialoGPT-small	6	10	375	20
0.15	0.29	0.35	1.11	Human 1	Human 2	0.96	0.07	0.04	0.42	0.25	0.00	0.39	0.48	17	microsoft/DialoGPT-small	6	10	375	20
0.16	0.39	0.36	0.58	Human 1	Human 2	0.63	0.22	0.37	0.54	0.31	0.87	0.53	1.08	18	microsoft/DialoGPT-small	6	10	375	20
0.15	0.37	0.41	1.45	Human 1	Human 2	0.77	0.17	0.23	0.56	0.34	0.35	0.44	1.40	19	microsoft/DialoGPT-small	6	10	375	20
0.14	0.30	0.27	1.01	Human 1	Human 2	0.74	0.15	0.26	0.55	0.41	1.19	0.41	0.72	20	microsoft/DialoGPT-small	6	10	375	20
0.19	0.40	0.49	0.79	Human 1	Human 2	0.77	0.16	0.23	0.62	0.24	0.00	0.54	0.19	21	microsoft/DialoGPT-small	6	10	375	20
0.17	0.28	0.37	0.91	Human 1	Human 2	0.84	0.07	0.16	0.57	0.23	0.00	0.32	0.76	22	microsoft/DialoGPT-small	6	10	375	20
0.17	0.33	0.39	0.99	Human 1	Human 2	0.84	0.12	0.16	0.66	0.36	1.14	0.35	0.76	23	microsoft/DialoGPT-small	6	10	375	20
0.17	0.31	0.39	1.19	Human 1	Human 2	0.78	0.15	0.22	0.49	0.19	0.81	0.31	0.54	24	microsoft/DialoGPT-small	6	10	375	20
0.16	0.36	0.46	1.86	Human 1	Human 2	0.73	0.17	0.27	0.53	0.36	1.43	0.50	1.20	25	microsoft/DialoGPT-small	6	10	375	20
0.19	0.38	0.43	1.15	Human 1	Human 2	0.91	0.07	0.09	0.57	0.18	0.00	0.43	0.88	26	microsoft/DialoGPT-small	6	10	375	20
0.16	0.30	0.35	0.88	Human 1	Human 2	0.80	0.11	0.20	0.48	0.18	0.62	0.49	0.68	27	microsoft/DialoGPT-small	6	10	375	20
0.17	0.31	0.35	1.19	Human 1	Human 2	0.88	0.11	0.13	0.66	0.28	0.51	0.43	0.81	28	microsoft/DialoGPT-small	6	10	375	20
0.13	0.28	0.29	1.09	Human 1	Human 2	0.76	0.17	0.24	0.51	0.44	0.85	0.38	0.84	29	microsoft/DialoGPT-small	6	10	375	20
